id,5662,   usa, f, , 19520101, mr, ethan, fry, sa, evandale, 3551, 88, grove place, bobblegigbie, 07 20984124, 1295928, 4, norole
945,5160,   , f, , 19710129, ms, alana, leslie, vic, yabba north, 2762, 49, jardine street, belmont park belted galloway stud, 618 91051630, 2939687, 5, norole
946,2058,   , , 26, 19900203, , bridget, thorpe, qld, capalaba west, 3049, 16, gooreen street, , 03 02129843, 1816205, 6, norole
947,6717,   eng, f, 36, 19800910, , dominic, sauvage, qld, new chum, 4118, 4, mckinlay street, parry hse, 03 16100219, 2371959, 5, norole
948,1221,   jap, m, 26, , , jasmin, saigo, qld, kellyville, 4660, 45, gurubun close, , 613 58887185, 5776788, 2, norole
949,1606,   ind, f, 12, 20040209, , petreece, khatwani, vic, illabarook, 2034, 1, oldfield circuit, , 8 47736792, 5484910, 7, norole
950,2854,   ind, , 39, 19770510, , blake, nawani, vic, sassafras, 3162, 2, slessor crescent, , 618 23656943, 7113888, 8, norole
951,3529,   usa, f, , 19460603, , sarah, miranda, vic, altona, 3300, 373, rodway street, star court arcade, 07 45491499, 6969560, 4, norole
952,5918,   ind, f, , 19810618, mr, adam, varki, qld, eurong, 3429, 62, kingsford smith drive, , 3 38318193, 2101742, 7, norole
953,8065,   ind, f, 24, , , saskia, mattu, nsw, long beach, 6025, 29, morehead street, , , 6231249, 6, norole
954,4625-dup-1, eng, r , 32, 19841013, ms, lau r n, adamson, nsw, hu gh  s, 4171, |, ennor crescent, , 02 82036167, 352487 , 8, norole
955,5451,   usa, , 28, 19881117, , oliver, fernandez, qld, benholme, 2262, 67, , , 08 11359391, 6117880, 0, norole
956,5040,   usa, m, 26, 19901114, dr, mia, oneal, nsw, kingsdale, 2250, 15, ijong street, , 02 60083067, 1587054, 5, norole
957,3465,   eng, f, , 19011003, , blake, cristiansen, vic, kyabram, 3212, 49, proctor street, , 618 55043768, 3554064, 6, norole
958,3653,   usa, , 25, 19910104, ms, jake, schmidt, wa, glentromie, 5267, 120, franklin street, , 8 60515390, 5690504, 0, norole
959,1168,   swe, f, 19, , pfc, lachlan, wanberg, nsw, richmond, 2226, 6, forbes street, , 02 45678782, 2640354, 5, norole
960,2715,   , f, 31, 19850302, , tate, nicklason, nsw, ungarie, 2360, , warby place, , , 1698445, 1, norole
961,616,   , m, , 19640816, , melissa, jessup, sa, trihi, 3139, 7, birdwood street, , 07 29350765, 6588741, 1, norole
962,1208,   ser, f, 37, 19790715, , jared, vucinich, vic, piavella, 3225, 5, mellor circuit, willarra, 618 47862688, 2603866, 1, norole
963,5452,   chi, f, 22, 19941005, , bradley, tseng, vic, panmure, 5107, 47, springvale drive, munmurra park, 08 12164824, 8177560, 3, norole
964,6489,   ind, f, 35, 19810520, ms, henry, vyshali, nsw, dungowan, 2760, 8, tillyard drive, pinelea, 02 98971774, 3826934, 0, norole
965,2147,   usa, m, 25, 19910619, ms, beau, duran, qld, south trees, 6169, 174, sturt avenue, bethel hostel, 03 33652205, 3644671, 1, norole
966,9204,   usa, m, , 19010921, , maliah, reeves, nsw, havilah, 6008, 11, allwood street, , 02 91987682, 3879958, 2, norole
967,5835,   ser, f, 10, 20060920, ms, harrison, vragovic, nsw, whitebridge, 3910, 14, miller street, banyenong west, 2 38949431, 4953431, 5, norole
968,1247,   chi, f, 22, 19940109, , harrison, cho, wa, gnangara, 5238, 107, nunan crescent, , 618 85285294, 4417454, 3, norole
969,7746,   usa, f, 40, 19760602, , sam, mosley, wa, kaloorup, 4157, 130, lathlain street, , 8 12540778, 4786448, 5, norole
970,7918,   ind, f, 7, 20090412, , nicholas, tuhina, wa, eagle bay, 4500, 23, atherton street, , 618 02088729, 6750471, 0, norole
971,9356,   chi, , 33, 19830323, , neve, sau, vic, doncaster heights, 6014, , dexter street, harkness station, 8 49119719, 2460991, 1, norole
972,717,   unk, f, , 19690806, hon, luke, strainij, vic, dennington, 2094, 14, cripps place, , 8 92502655, 8650254, 6, norole
973,6039,   ser, f, 28, 19880302, ms, luke, suljic, nsw, ashtonfield, 3021, 2, sheaffe street, parklea, 03 77680055, 9355440, 8, norole
974,9054,   ser, f, 30, 19860916, mr, zali, revic, nsw, koorainghat, 3140, 49, may mills close, , 612 95048484, 8761080, 0, norole
975,7566,   usa, m, 44, , ms, grayson, benjamin, wa, , 4019, 11, duffy street, , 8 74618786, 5659709, 4, norole
976,5769,   , f, 10, 20060924, , courtney, chappel, vic, chelsea, 2031, 66, crace street, , 08 91242410, 1819326, 9, norole
977,5604,   ger, f, 13, , , xavier, heineman, vic, corio, 2577, 27, cutlack street, , 8 95577895, 3118579, 6, norole
978,2937,   usa, , , 19491130, , jemma, mosley, sa, rendelsham, 2640, 10, pinkerton circuit, , 617 27524978, 5535995, 3, norole
979,5815,   unk, , 34, 19820615, , william, abbatista, vic, wahring, 4306, 5, jane price crescent, , 8 88880777, 2441425, 4, norole
980,5703,   ara, f, 34, 19820610, , , sarwath, nsw, mount isa, 6108, 16, fulford place, , 02 54713800, 7846362, 2, norole
981,8450,   chi, m, 24, 19920504, dr, willow, jie, nsw, parramatta, 4054, 6, aspinall street, , 02 61349397, 2911467, 5, norole
982,9629,   dut, f, 29, 19870710, mr, harrison, vanhoost, nsw, minnamurra, 2066, 51, , , , 6492129, 2, norole
983,9715,   usa, m, 11, 20050728, , imogen, larsen, act, kippax, 4650, 28, everard street, , 02 27542345, 9531639, 4, norole
984,6530,   chi, , 34, , , jack, wat, qld, bicton, 3165, 33, sproule circuit, , 3 48859807, 5471503, 9, norole
985,1005,   ara, , 26, 19900523, ms, kailey, balqees, vic, gooram, 3132, 13, yerra court, , 618 19420921, 9664307, 2, norole
986,9206,   tur, , 31, 19850111, ms, caitlin, kazancigil, nsw, borambil, 4854, 60, , brookvale, 2 26477478, 5786121, 4, norole
987,701,   eng, f, 9, 20070623, hon, chloe, traver, nsw, revesby heights, 5112, 250, daley crescent, , 02 10117779, 7489821, 2, norole
988,2352,   eng, f, 38, 19780527, pfc, olivia, appleton, nsw, paddington, 6008, 4, yirawala street, , 02 70797773, 9402888, 1, norole
989,6891,   , f, 31, 19850305, , michaela, chou, wa, kadathinni, 3265, 22, , east lynn, , 2365652, 1, norole
990,2470-dup-3, , , 29, 19870 328, , paige, b'ls  op,  ld, thornlie, 4223, 4 9, clifford c escent, cranbr ok, 03 34467366, 875214 8, 9, norole
991,3693,   chi, , , 19010526, ms, emiily, ger, sa, stenhouse bay, 3707, 1, mcnamara street, , , 6198244, 7, norole
992,6495,   chi, m, 28, 19880915, , latham, ruan, nsw, runnyford, 6060, 34, kingston street, gerapna, 07 77677121, 9524698, 3, norole
993,2987,   afr, , , 19080802, , jack, kimani, wa, brunswick, 7320, 1, rehfisch close, , 618 29756899, 1749350, 9, norole
994,4136,   fin, , 29, 19870418, , andrew, yliranka, vic, mountain gate, 5008, 17, , billsblock, 8 68882526, 7847808, 0, norole
995,3674,   ind, m, 32, 19841114, pfc, millane, visvayu, wa, lower hotham, 6157, 716, preston street, pandora orchard, 03 48466784, 5717309, 4, norole
996,1632,   rom, f, 24, 19920902, , fraser, hagi, nsw, goolmangar, 3280, 14, guthridge crescent, ellanbah, 2 44794895, 4468985, 3, norole
997,3226,   ser, f, , 19100306, , james, ramic, vic, ensay, 2914, 124, wilkins street, , 8 44579937, 6979749, 0, norole
998,3376,   eng, , 10, 20061128, ms, diamond, acker, nsw, thirroul, 3199, 85, green street, , 2 08847066, 2864777, 9, norole
999,1616,   eng, f, , 19040526, dr, jack, hambledon, nsw, rankins springs, 5089, 92, driver place, , 02 88442904, 1573834, 0, norole
1000,4770-dup-2, chi, f, 91, 19960641, ms, shahril, , sa, st peters, 2300, 255, place moocehead, , 07 99105266, 8088734, 3, norole
1001,7917,   , m, 32, 19841023, mr, edward, dudley, nsw, watsons creek, 2282, 33, lochbuy street, aminya hmes, 02 03689130, 7228222, 0, norole
1002,2872,   fre, , 9, 20070521, , andrew, silhouette, nsw, williamtown raaf, 2170, 3, mcdonald street, , 02 86212145, 2462622, 0, norole
1003,8722, ind, f, 32, 19840617, , sylvie, vall th, 5a, was e s, 42 5, 1 , murdoch street, , 617 37619945, 8486330, 4, norole
1004,2003,   unk, f, 11, 20050402, dr, drew, scogin, sa, narrung, 3377, 9, currong street, , , 8426128, 0, norole
1005,6573,   chi, m, , 19820913, , samuel, kot, qld, maudsland, 2340, 35, ellerston avenue, , 3 92966223, 6149780, 5, norole
1006,199,   , f, 33, 19830914, ms, andrew, coleman, qld, wantirna, 2118, 29, hanna street, mountview, 613 32585120, 7880245, 0, norole
1007,7281,   eng, f, 25, 19911107, ms, james, patrickson, nsw, bald ridge, 6062, 93, fred johns crescent, , 2 75920237, 7843183, 4, norole
1008,8400,   ser, f, , 19290720, , faith, vujevic, nsw, koorawatha, 4226, , tolmer place, ruthven street, 02 31990039, 7169933, 4, norole
1009,8084,   fre, m, 32, 19840217, , caitlin, loret, qld, slade point, 3043, 53, cromwell circuit, , 613 78374928, 8273219, 8, norole
1010,4893,   chi, f, 30, 19860530, mr, joanna, kwun, qld, toowoomba south, 6156, 17, davenport street, , 03 80291793, 8242579, 3, norole
1011,750,   ind, f, 39, 19770310, ms, isabella, chitnis, vic, cundare north, 3122, 13, mcmanus place, , 08 91161526, 5870551, 3, norole
1012,2494,   eng, m, 30, 19860521, , sophie, newell, nsw, toowoon bay, 6028, 9, kirkland circuit, glen mere, 02 02032514, 1784063, 9, norole
1013,264,   usa, , , 19821121, , xavier, poole, nsw, yarramalong, 7307, 23, roebuck street, caprice, 612 39648636, 9978553, 7, norole
1014,6764,   usa, f, , 19900312, , finn, stephens, nsw, lindfield, 6076, 55, bulloo place, st francis vlge, 02 91500119, 7032619, 0, norole
1015,8953,   pol, f, 33, 19830719, , annabelle, demidowicz, vic, waterloo corner, 3073, 41, sabine close, , 8 01955998, 2138919, 3, norole
1016,7930,   nor, f, 26, 19900513, , lachlan, hanke, nsw, , 3103, 49, chirnside circuit, , 02 94723625, 1938516, 8, norole
1017,8019,   iri, , , 19180107, dr, logan, hannigen, vic, reedy creek, 2022, 2, carleton street, , 08 51141925, 9720343, 5, norole
1018,4083,   usa, f, , 19391205, , olivia, bryant, vic, gelantipy, 3133, 80, teague street, , 08 97271541, 5103472, 4, norole
1019,7488,   chi, , 11, 20051219, , jasmine, cha, nsw, st marys, 7011, 13, stretton crescent, , 02 26345835, 7976219, 0, norole
1020,7450,   cze, m, 32, 19840722, ms, robert, stejfa, vic, waterways, 2607, 22, ferguson place, , 618 04068481, 2383449, 6, norole
1021,9985,   ser, f, 13, 20031126, hon, jacob, poldrugac, , avalon, 2287, 22, chirnside circuit, , 03 33770244, 7271303, 6, norole
1022,7947,   rom, , 30, 19860608, , liam, , wa, kalbarri, 2444, 14, two sticks road, malkiel, 618 84199647, 7378179, 9, norole
1023,6165,   chi, f, , 19170110, , george, kuk, tas, wesley vale, 6169, 10, charteris crescent, , 617 60702616, 2785468, 8, norole
1024,9845,   usa, f, 22, 19941105, , meg, manning, wa, mocardy, 3415, 5, pollock street, gowrie, 08 30289757, 8966373, 5, norole
1025,5561,   ara, f, 29, 19871025, , isabella, hamidah, wa, seabird, 2099, 8, , , 618 64640359, 7790296, 9, norole
1026,2419,   ind, f, 33, 19830108, ms, jack, bhaghnari, nsw, black springs, 3046, 52, bugden avenue, , 612 74569140, 3540791, 3, norole
1027,3794,   unk, f, 23, 19930718, , lachlan, scofield, vic, ripplebrook, 6102, 77, laughton street, , 618 40353473, 2847828, 3, norole
1028,3509,   sri, f, , 19160905, ms, andrew, ratwatte?, qld, st james, 2445, 10, stephens place, , 07 58618439, 4511441, 1, norole
1029,7548,   chi, f, 9, 20070608, , clodagh, hsiung, tas, blue rocks, 2780, 8, sherwin place, , 7 90369871, 4671468, 6, norole
1030,1737,   dan, , 29, 19870309, , lachlan, most, qld, ocean view, 2176, 16, packer street, earl haven, 613 71019467, 6591088, 4, norole
1031,1480, , f, 28, 1988 0 117, mr, j o, musolino, vic, nortb road, 319 8, z2, aspinall street, grnny flt, 08 20572410, 7103479, 5, norole
1032,9709,   chi, f, 32, 19840112, , catherine, ngui, nsw, liberty grove, 2620, 2, mcmillan crescent, , 612 84001929, 8385509, 2, norole
1033,7146,   afr, f, 37, 19790620, , rachel, ofori, qld, perseverance, 4869, 3, darwinia terrace, highland park, 613 95421650, 6685786, 3, norole
1034,1243, ger, f, 23, 19930405, ms, jessica, wallroth, sa, marananga, 2229, 48, pinterra place, , 03 27433363, 7319275, 6, norole
1035,6274,   ind, , 12, 20040719, , tara, walia, nsw, clarkson, 4214, 93, mcgill street, , 612 17929580, 3256630, 2, norole
1036,7463,   usa, f, 36, 19800131, , harry, wilson, , surrey hills, 3218, 9, kingston street, , 04 21583602, 5374882, 6, norole
1037,2395,   usa, f, 26, 19900419, , kathleen, patterson, wa, gidgegannup, 4565, 7, william hudson crescent, strathalan homes, , 7642912, 6, norole
1038,8888,   ara, m, 39, 19770918, , reegan, munisa, , reynella, 2048, 8, phelan place, , , 5739880, 1, norole
1039,7331-dup-2, usa, f, 21, 1995 o26, , emi ly, dale, v:c, arar t, 2196, 1 , shakespeare crescent, , 618 92067220, 109 667, 7, norole
1040,9666,   wel, f, 36, 19800113, , zane, gadarn, qld, coorparoo, 3106, 38, trickett place, , 3 24272654, 8856060, 9, norole
1041,6834,   jew, m, 34, 19820927, , bethanie, dienesman, nsw, eden, 5172, 20, mina wylie crescent, villa 116 henry kendall bayside, 2 06597865, 8790713, 3, norole
1042,3767,   eng, m, , 19330523, mr, cooper, sutherland, , armidale, 6062, 14, mcgill street, , 02 91747172, 7557466, 0, norole
1043,9031,   usa, f, 29, , , jamie, sanchez, qld, wongaling beach, 2068, 4, evelyn owen crescent, mlc centre, 613 23115663, 8279676, 3, norole
1044,2684,   usa, m, 30, 19860907, , taalia, vega, nsw, collie, 2067, 4, shoalhaven avenue, , 612 80156703, 5473341, 6, norole
1045,1547,   , f, , , mr, isabella, hingston, nsw, warnbro, 2365, 2, coolac place, , 2 13677439, 4147455, 4, norole
1046,1709,   ind, m, 35, 19810709, , nathan, papatranal, vic, curdie vale, 6151, , cockcroft avenue, , 618 56063238, 5386038, 8, norole
1047,4558,   chi, f, 27, 19891204, , ebony, tseng, nsw, blacksmiths, 2200, 4, verbrugghen street, wandana, 03 19171826, 6719858, 1, norole
1048,8204,   unk, f, 11, 20051024, , hannah, scolastique, wa, elong elong, 3079, 28, belfield crescent, , 08 83038500, 2405423, 7, norole
1049,2023,   usa, , , 19471123, , reegan, ramirez, vic, parkville, 2750, 1, maltby circuit, yarrabee, 8 93747507, 4241986, 6, norole
1050,4062,   fin, f, , 19460807, mr, ryan, sari, vic, bolwarrah, 4031, 375, , , 8 25400197, 1449412, 1, norole
1051,3985,   usa, f, 35, 19810410, mr, riley, britt, nsw, meroo meadow, 4504, 35, bourke street, , 2 48724731, 1739165, 1, norole
1052,695,   usa, f, 24, 19920605, , caitlin, mathis, tas, lower marshes, 2850, 16, olympus way, , 7 20652018, 6340001, 8, norole
1053,3982,   usa, f, 8, 20080905, ms, luke, pena, tas, st helens, 4078, 1233, paul coe crescent, , 7 98786714, 5126905, 6, norole
1054,2172,   ser, m, 22, 19940920, , wilson, danielovic, vic, north bendigo, 4305, 23, devanny place, bramhall, 08 88883221, 9867156, 3, norole
1055,5046,   spa, f, 10, 20061223, ms, max, delaiglesia, , marsden, 2212, 11, strathnairn place, , 03 53752078, 6902632, 3, norole
1056,9509,   eng, f, 34, 19820911, , ava, pryor, nsw, meerschaum vale, 2770, 22, , , 2 95878346, 9454844, 0, norole
1057,9123-dup-1, ara, f, 28, 19881220, , sopi, hnan, qld, alora, 3805, 13, maklachlan street, crathy, 3 26227209, 8962312, 1, norole
1058,8082,   dan, f, 37, 19791130, , lukas, , nsw, lightning ridge, 6208, 27, kangaroo court, , 2 38270938, 5217133, 6, norole
1059,6757,   ind, m, 25, 19911206, dr, holly, emankum, , hastings, 4074, 52, jarvis place, , 08 85753190, 6288571, 1, norole
1060,6339,   chi, , 32, 19840705, , jack, goo, vic, tootgarook, 5280, 131, ijong street, meander caravan park, 618 92171876, 3078937, 1, norole
1061,5356,   ind, , , 19240625, , lillianna, tapesh, nsw, scone, 2028, 3, zamia place, , 02 51481781, 6924864, 4, norole
1062,1230,   eng, f, 19, 19971215, ms, , britton, , cronulla, 3942, 12, worrall street, , 04 27502486, 2699416, 0, norole
1063,7635,   eng, f, 29, , , kayla, gabriels, qld, toowoomba east, 2602, 53, notting court, pioneer lodge, 3 61181767, 9236986, 6, norole
1064,8945,   usa, f, 34, 19820103, ms, samuel, clark, wa, coolbinia, 6312, 12, namatjira drive, , 8 15407248, 6112340, 1, norole
1065,7560,   spa, , 21, 19950120, , cameron, galndez, vic, tankerton, 2287, 23, richards street, , 8 02498622, 5722902, 3, norole
1066,3625,   ind, m, 30, 19860709, , harley, chandna, nsw, cootamundra, 4226, 1, lord street, danglemah road, 04 84308258, 5785548, 5, norole
1067,3536,   eng, m, 29, 19870402, , nathan, melville, nsw, new lambton heights, 4352, 49, gibbes street, , 612 30250011, 8000860, 6, norole
1068,8108, usa, f, z , , , shane, wat rs, q d, barcal ie, 257 , 1 , lewis luxton avenue, taskers village, 613 22442605, 8003040, 7, norole
1069,357,   usa, f, 30, 19860604, ms, zachary, stein, qld, bucasia, 3184, 15, castieau street, , 02 86613272, 7277336, 7, norole
1070,7111,   unk, f, 23, 19930117, , liam, strainij, nsw, ashley, 3840, 1, , wilsonton medical centre, 02 91904641, 3283878, 8, norole
1071,710,   unk, f, 27, , ms, david, abat, nsw, teven, 2168, 65, starritt place, , 612 46710260, 7072626, 4, norole
1072,2990,   usa, f, 12, , , charlotte, cruz, vic, rowville, 3240, 3, windeyer street, ravensbrook, 618 35479195, 3848236, 2, norole
1073,1501,   pol, f, 27, 19890710, ms, georgia, bonk, qld, lawnton, 2176, 11, lonsdale street, , 03 20997206, 9396525, 4, norole
1074,6118,   ind, , 25, 19910702, mr, matthew, pradhan, wa, halls creek, 6017, 17, fitzgerald street, swinger hill, 8 42179583, 9165517, 1, norole
1075,455,   ind, f, 29, 19870911, mr, benjamin, jinen, , toowoomba, 2539, 30, simmons place, , 07 52328313, 1766011, 1, norole
1076,4082,   chi, f, 26, , ms, chloe, mau, qld, collingwood park, 3723, 237, guthridge crescent, , 3 57409696, 6650323, 0, norole
1077,7461,   eng, f, , 19480621, , , granger, nsw, bagnoo, 3551, 16, lewis luxton avenue, greyhnd complex, 02 26058063, 5505588, 7, norole
1078,3014,   usa, , 27, 19890802, ms, zebediah, ashley, sa, lenswood, 5242, 4, blackwood terrace, cordoba manor, 7 81732271, 3661039, 2, norole
1079,3551,   dut, , 38, 19780204, , lara, parlevliet, nsw, twelve mile creek, 3021, 23, freda bennett circuit, , 02 79630699, 7965176, 9, norole
1080,9214,   ina, m, , 19450526, , jackson, santoso, vic, omeo, 3058, 6, lincoln close, , 8 74241497, 9051021, 8, norole
1081,4581,   usa, , 32, 19840711, , jazz, avery, qld, bundaberg north, 2323, 34, carnegie crescent, rosehill, 613 17153474, 1227627, 8, norole
1082,186,   chi, f, 33, 19830403, mr, liam, cheng, nsw, north parramatta, 4065, 118, novar street, calma, 02 78813674, 9445415, 4, norole
1083,1763,   unk, f, , 19910530, ms, elly, straw, , kiewa, 2107, 69, downes place, moonkirra, 02 22149981, 5278043, 7, norole
1084,3171,   unk, f, 30, 19860220, , rebekah, streich, vic, cobram, 3465, 1, lansell circuit, alawah, 618 23858109, 5424858, 0, norole
1085,5945,   fin, f, , 19881220, , riley, laitinen, qld, blackmans bay, 2756, 24, john cleland crescent, , 3 62692945, 2849283, 4, norole
1086,4243,   unk, , 8, 20081204, , makenzi, scollard, wa, gurley, 3107, 344, ridley street, , 8 74574116, 1527371, 8, norole
1087,7248,   chi, f, 34, 19821021, , teagan, hsun, vic, mount pleasant, 2213, 11, o'hea street, medcl cntr (cnr queen s street, 04 66508524, 1764051, 4, norole
1088,5133-dup-1, chi, f, 31, 19851230, , madion, ae, veb, balwnk, 2380, 3, bundey street, old school hse, 08 65519783, 1675321, 6, norole
1089,7213,   eng, f, 32, 19840403, ms, lauren, carlyle, nsw, whitebridge, 2117, 9, folingsby street, alanvale, , 5596581, 8, norole
